% Model:              g01-compact.mph
% Version:            COMSOL 5.4.0.388
% Date:               Aug 16 2019, 21:21
% Dimension:          3
% Nodes:              6154
% Expressions:        1
% Description:        Surface
% x                       y                        z                        Color
-0.3626303452808403       -0.3442371750428744      -0.31408133267631266     0.5284298454198961
-0.37146189644065214      -0.3346880032100258      -0.28949106473843916     0.5456755224835604
-0.38270507152352534      -0.3217713912549923      -0.31495210391512884     0.5570516288474364
-0.35101484188399645      -0.3560738417479624      -0.28885366779783417     0.5160908014609027
-0.3404250670041711       -0.3662113785168418      -0.2618560483429483      0.5046357801352002
-0.3512079366746766       -0.3558833871041417      -0.23549582582866735     0.5238045049104055
-0.36149029447322517      -0.3454341717341539      -0.26249344528355323     0.5353881079511714
-0.3288444645967863       -0.37664481690852053     -0.23355447375390215     0.4909599105736474
-0.4065364672284302       -0.2910809179823155      -0.28626266172449805     0.5967869456972318
-0.41966286517138146      -0.27181442124388266     -0.3111258041565461      0.610512958237969
-0.4001124602691784       -0.29984999439277155     -0.3133379024081583      0.5822617076017
-0.38960975082569055      -0.31337556072792805     -0.2878768632314686      0.5721832659014967
-0.43618648094863033      -0.24442044480290545     -0.2728403150098249      0.6415882613835276
-0.4340480561588375       -0.2481980760294782      -0.30441463079920955     0.632347106895892
-0.42200686224917106      -0.2681607879884924      -0.2795514883671615      0.620139088809619
-0.4856386562499884       -0.11897518882399635     -0.39056904344092036     0.6769869056523398
-0.4901651838731888       -0.09868177399379804     -0.3766274353443272      0.688566625821673
-0.49051700105700496      -0.09691786044915647     -0.40963675050101395     0.6748266999876809
-0.49828166106120864      -0.04141722166059429     -0.4297260337865384      0.6741134369814541
-0.49512778902440124      -0.06963097396854376     -0.42386582145371804     0.6734432846162363
-0.49806705406212604      -0.04392276924187733     -0.4050855772497354      0.6868852216152708
-0.4948741013369112       -0.07141165049195117     -0.3908565062970313      0.6891296492688825
-0.49962077215536604      -0.019470080402396617    -0.44593324516167077     0.6656057168474492
-0.5                      6.123233995736765E-17    -0.43750000000000006     0.6716339527797444
-0.5                      6.123233995736765E-17    -0.46875                 0.644763397189423
-0.49951652977207023      -0.021982640525389365    -0.42129278862486774     0.680465757233714
-0.02125467758544471      -0.4995480344078423      -0.4805803067207878      0.02726133686767273
-0.03018919462761122      -0.4990870686284043      -0.49999999999999994     0.036350247159594784
-9.184850993605148E-17    -0.5                     -0.5                     3.870481440257554E-6
-0.02125467758544471      -0.4995480344078423      -0.44933030672078783     0.028408987510506502
-9.184850993605148E-17    -0.5                     -0.46875                 3.557323384090793E-5
-9.18485099360515E-17     -0.5                     -0.43750000000000006     1.003501867470682E-5
-0.049145174224890835     -0.49757889007714656     -0.4336383451986527      0.06682616097148278
-0.027948992605524067     -0.49921824266780995     -0.4218080384778649      0.038435533534346006
-0.055810587891461705     -0.4968754152493454      -0.40611607695572977     0.07764022044183062
-0.07372596868879047      -0.4945346110646852      -0.43134501171216055     0.10050694250259255
-0.0882318043803938       -0.4921535824270508      -0.40515299090481605     0.1228478301131955
-0.09654403949280352      -0.49059071377107416     -0.36017925760663216     0.1381197706587718
-0.1084411531561361       -0.4880988796362551      -0.3821845812302673      0.15327670110446315
-0.07624209788245132      -0.49415295457022484     -0.383147667281181       0.1077034265300233
-0.18874284883292736      -0.463007707294847       -0.3612869504187328      0.2699950508091516
-0.198839654654262        -0.45876223878712363     -0.32812639216032763     0.2887488526591872
-0.2147725233989374       -0.4515227161426686      -0.3597776167803397      0.30746709977143805
-0.2285791735980583       -0.44469265948206155     -0.335412530274213       0.33094340055854166
-0.2199602614549736       -0.4490183552825649      -0.309893489157168       0.3216790556895577
-0.14369654603722365      -0.47890636105294326     -0.3499518858796588      0.2066436647785328
-0.16123537606109045      -0.47328971413547405     -0.3721996972783984      0.2292846165286262
-0.13202429662785697      -0.4822546890388103      -0.3770708953667806      0.18720078912091828
-0.17156400733109664      -0.46964432434396075     -0.3390391390199932      0.2479745296196636
-0.12026227903446304      -0.48532152666189965     -0.35506557174314546     0.1724982012250371
-0.24639015565236716      -0.43507687964037145     -0.26886961091099104     0.3650482658264555
-0.25213221510989314      -0.43177464736107257     -0.24607863566797372     0.3757590432907072
-0.267947449867463        -0.42214235052825894     -0.26798287138789734     0.39702425591207174
-0.2792675185253394       -0.4147404647447597      -0.23884587867355533     0.4168064688995551
-0.2224947714296195       -0.44776788259820666     -0.2783076540708487      0.32875888535641973
-0.20401306611439501      -0.4564851244614697      -0.26495472198768893     0.3025894006858447
-0.22840705180757548      -0.4447810907452918      -0.25551667882783136     0.3396203440126523
-0.20142957819071758      -0.45763099220868947     -0.2965405570740083      0.29592903092657635
-0.26678199223428417      -0.42287985128107763     -0.19898965743832853     0.4014564492623645
-0.28633459260847766      -0.40989328010561127     -0.21530138955873268     0.4294829631147242
-0.25949521767314915      -0.42739002328641806     -0.22253414655315112     0.38875300943298496
-0.2806613103663804       -0.4137985365651095      -0.18750896183335708     0.42311427910366184
-0.29423178233870634      -0.4042618684241542      -0.1760282662283857      0.4442971348230415
-0.29977241329169035      -0.4001705889108743      -0.2038206939537613      0.45053255798647446
-0.4779843047376581       -0.14673446910817375     -0.37441669461610777     0.6731061375775645
-0.47073176879095835      -0.16855741410847438     -0.3719297083345529      0.6642163637303177
-0.47557373742330133      -0.1543684562118596      -0.34432273769470206     0.6798611234175435
-0.4662938020429199       -0.18047185424979212     -0.3510160006030165      0.6650885983195653
-0.48367154937089374      -0.12673528446789825     -0.36047508651951465     0.6856617777651808
-0.4165340640122999       -0.2765852011901527      -0.2425459935959352      0.6183077512760853
-0.4266634796159371       -0.2606880802070184      -0.2576931543028801      0.6305490313828055
-0.41159908442628257      -0.2838770749804322      -0.2644043276602166      0.6078343796162012
-0.4885269131872815       -0.10649626797079023     -0.31397636595872336     0.7059133354224828
-0.48936164724177594      -0.10259229117636307     -0.3453019006515253      0.6982768943069207
-0.48264422997554246      -0.1305930598129765      -0.3291495518267127      0.6938481338687978
-0.45651370172999134      -0.20394911162537702     -0.331867798213095       0.6571421482555909
-0.44536087978029587      -0.2272744745045533      -0.3210076397517266      0.6444003919205253
-0.45743564307313195      -0.2018728125485704      -0.306026332914859       0.6648006944626269
-0.4671089722873302       -0.1783513611068728      -0.3251745353047805      0.6735780172290503
-0.44731722567759896      -0.2233994172152112      -0.28943332396234195     0.6541854478697564
-0.4824533930593199       -0.1312963195430449      -0.2974091927748194      0.7015017046980705
-0.4753482581118819       -0.15506138626363325     -0.3125823786428088      0.6881421044287603
-0.47512176917411664      -0.15575398696937875     -0.2808420195909155      0.6948935194437333
-0.4668485496416607       -0.1790319292681555      -0.29343417625288726     0.6807323077660702
-0.45695330093785796      -0.2029622643793555      -0.2767792839112891      0.6702509273431883
-0.45646836411348524      -0.2040505637423202      -0.2475322349077192      0.6746824531102377
-0.46642060840157895      -0.18014387599444207     -0.26418712724931737     0.6858849316125919
-0.4467836164492033       -0.22446469671770483     -0.26018627495877206     0.6588428515799108
-0.43590743543347915      -0.24491775708144803     -0.24562523737582942     0.6456892876041305
-0.43562782291451796      -0.24541475078478348     -0.21841015974183386     0.6490875078629018
-0.4465273235983398       -0.2249741080215755      -0.23297119732477656     0.6627226364549146
-0.4263658870351697       -0.2611745209102774      -0.23047807666888454     0.6341445015883951
-0.3985290846017706       -0.30195126879427875     -0.26271460959901705     0.5892311107448289
-0.3810065846049802       -0.32378076299812514     -0.2643288111059876      0.5635702570151553
-0.3902311221395637       -0.3126014576320733      -0.239166557473536       0.5805791993819415
-0.4037843596261318       -0.29488674253230623     -0.2408562755347356      0.6000593497910989
-0.37135064405295287      -0.3348114382177782      -0.23733119165110167     0.5531722806063957
-0.3624211835519354       -0.34445737865926795     -0.21101059222800722     0.5430455121669839
-0.373262889895802        -0.3326782454965074      -0.18652535862734704     0.561453225538115
-0.38187896767981755      -0.32275138116481683     -0.21284595805044149     0.5715249960543096
-0.4095820663179864       -0.2867795860075968      -0.19444474767183578     0.6141029849808922
-0.4215456334815735       -0.26888525227802834     -0.17484726861345745     0.6334703864501384
-0.43272793474649446      -0.25049258370265903     -0.15524978955507912     0.6514770564435128
-0.42311074391033626      -0.26641564966728554     -0.2064274537068348      0.6324479534541486
-0.43418530210331074      -0.24795790658387323     -0.18682997464845652     0.6506554795487185
-0.4130895139899138       -0.2817038399304788      -0.21849537063388547     0.6164920271350071
-0.40011495394599517      -0.29984666686290534     -0.21680565257268591     0.5977830170228475
-0.39209466727189973      -0.3102608126994742      -0.1904850531495914      0.5888480689241831
-0.3416573986144161       -0.365061942650874       -0.20635741153641396     0.5127539026714847
-0.3187518073632462       -0.38522368216747005     -0.20441605946164876     0.47884273856770787
-0.33186707355793676      -0.3739842850817277      -0.17721899724416063     0.5006652898591596
-0.35316938367675876      -0.35393698087848685     -0.18187217793575383     0.532035138662873
-0.3134152634318179       -0.38957781334152514     -0.17662363173627316     0.47306914221871255
-0.4466265020256778       -0.22477715117045868     -0.20327326147447217     0.666765385409237
-0.4566481741227715       -0.20364784572967864     -0.18813636320711047     0.6828269059225242
-0.4565583135214939       -0.20384922456170704     -0.2178342990574148      0.6791330183513673
-0.4453044723846802       -0.22738497504057215     -0.17169307638109477     0.6682229062681805
-0.4660811177305275       -0.18102041789550188     -0.23288572786059136     0.6905276348532947
-0.47453278377018565      -0.15753931930574738     -0.21823922081346359     0.7045454160104421
-0.47482811556904303      -0.15664692995763288     -0.24954062020218953     0.7002275516103168
-0.4661609090623729       -0.18081484137686848     -0.20318779201028703     0.6946575354060041
-0.49727183415944015      -0.05216054976422547     -0.3456332791560787      0.7088650452409232
-0.497686488523166        -0.04804330485593748     -0.375359428202907       0.6991080485400101
-0.494266145129572        -0.07550481957301047     -0.3611303572502029      0.6997071959368759
-0.4936475312769701       -0.0794488191488887      -0.32980482255740107     0.7086368655984929
-0.49951652977207023      -0.021982640525389365    -0.39004278862486774     0.6956613442819175
-0.5000000000000001       6.123233995736767E-17    -0.37500000000000006     0.7023541099898809
-0.5                      6.123233995736766E-17    -0.40625000000000006     0.6888397474663208
-0.4993174927236778       -0.026115923497742867    -0.3603166395780394      0.7067604486887021
-0.4826386138816191       -0.13061381393416763     -0.26613040000533283     0.708198324879012
-0.48882621150779         -0.1051139141262533      -0.25141878041975024     0.7194297206358903
-0.4886770511425136       -0.10580519687925148     -0.28269757318923683     0.7132850721624786
-0.48239220995244747      -0.1315209328479456      -0.23482900061660694     0.7131442855398457
-0.49347538064767954      -0.08051117124118731     -0.29761318297936173     0.7166052251916282
-0.49704268437659166      -0.05430073579346695     -0.2812500000000001      0.7251011258852323
-0.49715841091340807      -0.05323076608555327     -0.3134416395780394      0.7178131878658702
-0.49358876075245306      -0.07981312710862594     -0.26633439020987515     0.7232985586413702
-9.18485099360515E-17     -0.5000000000000001      -0.37500000000000006     -1.9518862703172377E-5
-0.027948992605524067     -0.49921824266780995     -0.3905580384778649      0.039287279420004206
-9.18485099360515E-17     -0.5                     -0.40625000000000006     2.226857907507917E-6
-0.025811410793711635     -0.4993333266194419      -0.35846216058493274     0.03695567127075115
-0.05155399046545991      -0.4973350842913531      -0.3419243211698655      0.0743819339082084
-0.053682781181184705     -0.4971098057820355      -0.3740201990627976      0.07621976579710024
-0.07412575971150903      -0.4944748444028186      -0.3510517893882488      0.10650965655680697
-0.09867246285104113      -0.49016705833308494     -0.3352567377971659      0.1428188866898722
-0.07627125270042935      -0.49414845543774316     -0.3261292695787825      0.11079548951996224
-0.10079902735035705      -0.4897341687948902      -0.3103342179876996      0.1473340460955506
-0.12236760889489774      -0.4847949755240305      -0.3301430519336792      0.17749798622990912
-0.12757936415809673      -0.4834495897619686      -0.2990046559115147      0.18722747315469795
-0.15397355274168836      -0.47570173959751555     -0.28767509383532974     0.22683815161375528
-0.1488436741229872       -0.47733170926890034     -0.31881348985749425     0.2169173497814928
-0.17660981428046627      -0.46777021442137506     -0.30790074299782866     0.2584372435534364
-0.179251009465287        -0.4667644755180878      -0.27631490791150937     0.26499133223934856
-0.15602285260646306      -0.4750335456202455      -0.2559449752039783      0.23191856729582647
-0.15806925287194332      -0.47435652340460716     -0.2242148565726268      0.23670096826454798
-0.18126154626858204      -0.4659873945122579      -0.24458478928015787     0.27022204053316295
-0.10303748954780712      -0.48926810211548183     -0.2809278664664414      0.15207387033137504
-0.10527379705364856      -0.4887918039962487      -0.2515215149451832      0.15664666959762322
-0.1297888074545228       -0.4828611244027964      -0.26959830439025645     0.19219809986386116
-0.13186919586267315      -0.4822971233405109      -0.237868185758905       0.19684729244464827
-0.0775468084885965       -0.49394988864583517     -0.296103523617422       0.11387424642838939
-0.05283785598616017      -0.4972003227822623      -0.31189857520850495     0.07716280863991766
-0.054121369295769856     -0.4970622469928197      -0.2818728292471444      0.0798275293548437
-0.07980479196595637      -0.493590108469842       -0.26669717209616384     0.11825496808294414
-0.18821692828201575      -0.4632217480948866      -0.20895636266875883     0.28275261738022667
-0.21758699256460814      -0.4501731896355992      -0.1936978687648908      0.3278098551764525
-0.21082365261005756      -0.4533799593058275      -0.2293262953762899      0.3154294349254715
-0.23503969899582308      -0.44131206633849573     -0.21988825221643227     0.35234977591373257
-0.24256867056240175      -0.4372189841047493      -0.19634376310160967     0.3652517455942892
-0.3001415970356368       -0.3998937630532607      -0.15029319931094903     0.4547920118742141
-0.305986573638925        -0.39543927062535245     -0.12455813239351238     0.4649397685658628
-0.319107188749727        -0.38492934687841884     -0.1508885648188365      0.48330965656961233
-0.2633172318522856       -0.4250459215304267      -0.17536362756853197     0.39779157330829873
-0.23898753670660094      -0.439186699820146       -0.17271773323181316     0.3612293927523734
-0.2598348856448154       -0.4271836047906634      -0.15173759769873546     0.3938245936535391
-0.27727030068527775      -0.4160783344009823      -0.16388293196356057     0.41952641151857484
-0.28335561867447606      -0.41195824225958255     -0.13814786504612392     0.43008780703775995
-0.13319431560769882      -0.4819328524699232      -0.20585742828631348     0.20015627895479915
-0.10661686821246935      -0.4885006073819816      -0.21951075747259163     0.1597833391006563
-0.10795913392963576      -0.48820572036915233     -0.1875000000000001      0.16273411809607352
-0.13466538652445406      -0.48152386615018306     -0.17398017335898186     0.20345193344606158
-0.16096340309893922      -0.4733822798360839      -0.16046034671796366     0.24369049558091468
-0.15951707175594584      -0.4738716111125549      -0.19233760164529523     0.24033056778740733
-0.1896306040206607       -0.46264482491297726     -0.1770791077414272      0.28642857964854096
-0.3424947510946052       -0.3642764684585657      -0.15236902154663434     0.5183074977839773
-0.35283858373156546      -0.3542667551864034      -0.12751904584910806     0.5352910908529297
-0.3632111692096161       -0.34362428109984255     -0.15702220223822755     0.5489252632446819
-0.33481184508114253      -0.3713502772226796      -0.08371689952457301     0.5101213672546471
-0.3439313009059604       -0.36292045995938793     -0.10561797268684053     0.5229933389804011
-0.3206255187275698       -0.38366557930139733     -0.10413751595904269     0.4879551997270053
-0.33005520902260516      -0.3755842901361084      -0.12603858912131022     0.5011503807003214
-0.4028700155075826       -0.296134683218498       -0.1602348796270332      0.6073988202705762
-0.39594433163959003      -0.3053327467574979      -0.12602501158223062     0.5995957250216685
-0.4152424498294132       -0.2785205699040328      -0.14063740056865487     0.6270380289257702
-0.38484656876587936      -0.31920701513144933     -0.15627518510478883     0.581101719669899
-0.3751900823358233       -0.3305032558339451      -0.12677202871566934     0.568683480691103
-0.3596780722709551       -0.3473207225712995      -0.1010857690400348      0.5468347216521852
-0.3663808457758256       -0.3402426719983705      -0.07465249223096154     0.5578731196663053
-0.3815620457415046       -0.3231259897463495      -0.10033875190659608     0.5795545350385427
-0.35094118909513433      -0.3561464330812442      -0.07918469587776727     0.5345281023154183
-0.3368489554377578       -0.36950342518100077     -0.059413982522136366    0.5138774675989486
-0.33887587856429124      -0.36764539834911536     -0.03511106551969978     0.517392273970362
